,tcpid,role,roleParsed,name,nameParsed,source,title,author,date,dateParsed,place,pubStmt,viafId
78759,A79653,publisher,publisher,F. Coles,,tcp_ep,"A friends advice, in an excellent ditty, concerning the variable changes in this life. : To pleasant new tune,.","Campion, Thomas, 1567-1620.",[between 1663-1674],,,"Printed by E.C. for F. Coles, T. Vere, and J. Wright., London, : [between 1663-1674]",
78760,A79653,publisher,publisher,J. Wright.,,tcp_ep,"A friends advice, in an excellent ditty, concerning the variable changes in this life. : To pleasant new tune,.","Campion, Thomas, 1567-1620.",[between 1663-1674],,,"Printed by E.C. for F. Coles, T. Vere, and J. Wright., London, : [between 1663-1674]",
78761,A79653,publisher,publisher,T. Vere,,tcp_ep,"A friends advice, in an excellent ditty, concerning the variable changes in this life. : To pleasant new tune,.","Campion, Thomas, 1567-1620.",[between 1663-1674],,,"Printed by E.C. for F. Coles, T. Vere, and J. Wright., London, : [between 1663-1674]",
78762,A79814,publisher,publisher,P. Brooksby,,tcp_ep,The citizens vindication against the down right countrey-man. (alias Boobee) ...,,[between 1672 and 1680],,the Golden Ball in West Smithfield.,"Printed for P. Brooksby at the Golden Ball in West Smithfield., [London] : [between 1672 and 1680]",
78763,A80923,patron,patron,August 22. 1648.,,tcp_ep,"Lieutenant General Cromwel's letter concerning the total routing of the Scots army, the taking of four thousand arms, and almost all their ammunition. With another letter written from Manchester to Sir Ralph Ashton, a member of the Honorable House of commons, concerning the said victory. Ordered by the Commons assembled in Parliament, that these letters by forthwith printed and published. H: Elsynge, Cler. Parl. D. Com.","Cromwell, Oliver, 1599-1658.",,,,"Printed for Edward Husband, printer to the Honorable House of Commons, August 22. 1648. London :",
78764,A80923,patron,patron,the Honorable House of Commons,,tcp_ep,"Lieutenant General Cromwel's letter concerning the total routing of the Scots army, the taking of four thousand arms, and almost all their ammunition. With another letter written from Manchester to Sir Ralph Ashton, a member of the Honorable House of commons, concerning the said victory. Ordered by the Commons assembled in Parliament, that these letters by forthwith printed and published. H: Elsynge, Cler. Parl. D. Com.","Cromwell, Oliver, 1599-1658.",,,,"Printed for Edward Husband, printer to the Honorable House of Commons, August 22. 1648. London :",
78765,A80923,publisher,publisher,Edward Husband,,tcp_ep,"Lieutenant General Cromwel's letter concerning the total routing of the Scots army, the taking of four thousand arms, and almost all their ammunition. With another letter written from Manchester to Sir Ralph Ashton, a member of the Honorable House of commons, concerning the said victory. Ordered by the Commons assembled in Parliament, that these letters by forthwith printed and published. H: Elsynge, Cler. Parl. D. Com.","Cromwell, Oliver, 1599-1658.",,,,"Printed for Edward Husband, printer to the Honorable House of Commons, August 22. 1648. London :",
78766,A84274,publisher,publisher,F. Coles,,tcp_ep,An excellent ditty called the shepherds wooing fair Dulcina To a new tune called Dulcina.,,[between 1658-1664],,,"Printed for F. Coles, T. Vere, and W Gilbertson, [London] : [between 1658-1664]",
78767,A84274,publisher,publisher,T. Vere,,tcp_ep,An excellent ditty called the shepherds wooing fair Dulcina To a new tune called Dulcina.,,[between 1658-1664],,,"Printed for F. Coles, T. Vere, and W Gilbertson, [London] : [between 1658-1664]",
78768,A84274,publisher,publisher,W Gilbertson,,tcp_ep,An excellent ditty called the shepherds wooing fair Dulcina To a new tune called Dulcina.,,[between 1658-1664],,,"Printed for F. Coles, T. Vere, and W Gilbertson, [London] : [between 1658-1664]",
78769,A84316,publisher,publisher,J[ohn]. Back,,tcp_ep,"The extravagant spend-thrift, or, Wit dearly bought. For what he spent he did repent, when he beheld his grief, to end the strife, his loving wife, afforded him releif [sic]. To an excellent new tune. This may be printed R.P.",,[between 1682 and 1703?],,"the Black Boy, on London-Bridge","Printed for J[ohn]. Back, at the Black Boy, on London-Bridge, [London] : [between 1682 and 1703?]",
78770,A84710,publisher,publisher,P. Brooksby,,tcp_ep,"The Forlorn damsel. Well, since there's neither old nor young, will pitty on me take, my passion now doth grow so strong, I fear my heart will break. : The tune is, Moggy's jealousie.",,[between 1674-1695],,"the Golden-Ball, near the Hospital-gate, in West-Smithfield.","Printed for P. Brooksby, at the Golden-Ball, near the Hospital-gate, in West-Smithfield., [London] : [between 1674-1695]",
78771,A84711,publisher,publisher,F. Coles,,tcp_ep,"The Forlorn lover: declaring how a lass gave her lover three slipps for a teaster, and married another a week before Easter. / To a pleasant new tune.",,[between 1663-1674],,,"Printed for F. Coles, T. Vere, and J. Wright, London, : [between 1663-1674]",
78772,A84711,publisher,publisher,J. Wright,,tcp_ep,"The Forlorn lover: declaring how a lass gave her lover three slipps for a teaster, and married another a week before Easter. / To a pleasant new tune.",,[between 1663-1674],,,"Printed for F. Coles, T. Vere, and J. Wright, London, : [between 1663-1674]",
78773,A84711,publisher,publisher,T. Vere,,tcp_ep,"The Forlorn lover: declaring how a lass gave her lover three slipps for a teaster, and married another a week before Easter. / To a pleasant new tune.",,[between 1663-1674],,,"Printed for F. Coles, T. Vere, and J. Wright, London, : [between 1663-1674]",
78774,A84873,publisher,publisher,J. Deacon,,tcp_ep,"The Frantick lover: or, The wandring young-man.",N. P.,[between 1685-1688],,"the Angel in Guilt-spur-street, without Newgate.","Printed for J. Deacon, at the Angel in Guilt-spur-street, without Newgate., [London] : [between 1685-1688]",
78775,A84923,publisher,publisher,F. Coles,,tcp_ep,"The Fryer well-fitted. Or, A pretty j[e]st that once befell, how a maid put a fryer to cool in the well. To a pretty tune.",,between 1663-1674],,,"For F. Coles, T. Vere, and J. Wright, [S.l. : between 1663-1674]",
78776,A84923,publisher,publisher,J. Wright,,tcp_ep,"The Fryer well-fitted. Or, A pretty j[e]st that once befell, how a maid put a fryer to cool in the well. To a pretty tune.",,between 1663-1674],,,"For F. Coles, T. Vere, and J. Wright, [S.l. : between 1663-1674]",
78777,A84923,publisher,publisher,T. Vere,,tcp_ep,"The Fryer well-fitted. Or, A pretty j[e]st that once befell, how a maid put a fryer to cool in the well. To a pretty tune.",,between 1663-1674],,,"For F. Coles, T. Vere, and J. Wright, [S.l. : between 1663-1674]",
78778,A84970,publisher,publisher,J. Back,,tcp_ep,"A Full and true account of the sad and dreadful storm that happened on Sunday morning, the 12th of January, 1689. VVith a relation how it happened, and continued, and the damage it has done by land and sea, by blowing down houses, chimneys, trees, killing and wounding divers people, carrying away hay-reeks, corn-reeks, &amp;c. in damaging churches, casting away ships, boats, lighters, &amp;c. with other prodigious and fearfull circumstances attending it; the like not known in any age.",,[1689 or 90],,,"Printed for P. Brooksby, J. Deacon, J. Blare, J. Back, London : [1689 or 90]",
78779,A84970,publisher,publisher,J. Blare,,tcp_ep,"A Full and true account of the sad and dreadful storm that happened on Sunday morning, the 12th of January, 1689. VVith a relation how it happened, and continued, and the damage it has done by land and sea, by blowing down houses, chimneys, trees, killing and wounding divers people, carrying away hay-reeks, corn-reeks, &amp;c. in damaging churches, casting away ships, boats, lighters, &amp;c. with other prodigious and fearfull circumstances attending it; the like not known in any age.",,[1689 or 90],,,"Printed for P. Brooksby, J. Deacon, J. Blare, J. Back, London : [1689 or 90]",
78780,A84970,publisher,publisher,J. Deacon,,tcp_ep,"A Full and true account of the sad and dreadful storm that happened on Sunday morning, the 12th of January, 1689. VVith a relation how it happened, and continued, and the damage it has done by land and sea, by blowing down houses, chimneys, trees, killing and wounding divers people, carrying away hay-reeks, corn-reeks, &amp;c. in damaging churches, casting away ships, boats, lighters, &amp;c. with other prodigious and fearfull circumstances attending it; the like not known in any age.",,[1689 or 90],,,"Printed for P. Brooksby, J. Deacon, J. Blare, J. Back, London : [1689 or 90]",
78781,A84970,publisher,publisher,P. Brooksby,,tcp_ep,"A Full and true account of the sad and dreadful storm that happened on Sunday morning, the 12th of January, 1689. VVith a relation how it happened, and continued, and the damage it has done by land and sea, by blowing down houses, chimneys, trees, killing and wounding divers people, carrying away hay-reeks, corn-reeks, &amp;c. in damaging churches, casting away ships, boats, lighters, &amp;c. with other prodigious and fearfull circumstances attending it; the like not known in any age.",,[1689 or 90],,,"Printed for P. Brooksby, J. Deacon, J. Blare, J. Back, London : [1689 or 90]",
78782,A85069,publisher,publisher,J[onah]. Deacon,,tcp_ep,"The faithful inflamed lover: or, The true admirer of beauty Being an account of a worthy squire that married a farmers daughter. This beauteous maid his heart betray'd, he lov'd her not for store; he fought not one for wealth alone, he had enough before. To the tune of, Over hills and high mountains.",,[between 1685-1688],,"the Angel in Guilt-spur-street, without Newgate","Printed for J[onah]. Deacon, at the Angel in Guilt-spur-street, without Newgate, [London] : [between 1685-1688]",
78783,A85070,publisher,publisher,T[homas]. Vere,,tcp_ep,"The faithful lovers downfal: or, The death of fair Phillis who killed her self for loss of her Philander Phillis for loss of her Philander, through each grove doth wander; until she hears by fate he's slain, which causes her so to complain: o're-whelm'd in tears, she does conclude, to end her life, which soon ensu'd; for with her fatal dagger, she stab'd to the heart, sets sorrow free; dying with patience, braving fate, that to her love did her translate. To a pleasant new play-house tune: or, Oh! cruel bloody fate.",,[between 1650-1680],,the sign of the Angel in Guilt-spur-street without Newgate,"printed for T[homas]. Vere, at the sign of the Angel in Guilt-spur-street without Newgate, London : [between 1650-1680]",
78784,A85344,printer,printer,the Hospital Gate,,tcp_ep,"The Good-fellows counsel: or, The Bad husbands recantation proving by arguments both just and fit, that he which spends least money has most wit. : To the tune of, Tan Tivye.",,[between 1680 and 1685],,West-Smith field,"Printed for P. Brooksby next the Golden Ball by the Hospital Gate at West-Smith field, [London] : [between 1680 and 1685]",
78785,A85344,publisher,publisher,P. Brooksby next the Golden Ball,,tcp_ep,"The Good-fellows counsel: or, The Bad husbands recantation proving by arguments both just and fit, that he which spends least money has most wit. : To the tune of, Tan Tivye.",,[between 1680 and 1685],,West-Smith field,"Printed for P. Brooksby next the Golden Ball by the Hospital Gate at West-Smith field, [London] : [between 1680 and 1685]",
78786,A87236,publisher,publisher,Robert Pawlet,,tcp_ep,"Incestuous marriages, or, relations of consanguinity and affinity hindering and dissolving marriage, as making all marriages within such relations to be incestuous, and all children begotten of such marriages to be illegitimate, or bastards to all intents and purposes",,1677/8,,the Bible in Chancery-lane,"printed for Robert Pawlet at the Bible in Chancery-lane, London : 1677/8",
78787,A87621,publisher,publisher,F. Coles,,tcp_ep,"A jolly company of jovial blades, who laugh and sing, and are as merry as the maids ... Tune is, General Monk hath advanc'd himself since he came from the Tower.",,[between 1663 and 1674],,,"Printed for F. Coles, T. Vere, and J. Wight [sic], London, : [between 1663 and 1674]",
78788,A87621,publisher,publisher,J. Wight [sic],,tcp_ep,"A jolly company of jovial blades, who laugh and sing, and are as merry as the maids ... Tune is, General Monk hath advanc'd himself since he came from the Tower.",,[between 1663 and 1674],,,"Printed for F. Coles, T. Vere, and J. Wight [sic], London, : [between 1663 and 1674]",
78789,A87621,publisher,publisher,T. Vere,,tcp_ep,"A jolly company of jovial blades, who laugh and sing, and are as merry as the maids ... Tune is, General Monk hath advanc'd himself since he came from the Tower.",,[between 1663 and 1674],,,"Printed for F. Coles, T. Vere, and J. Wight [sic], London, : [between 1663 and 1674]",
78790,A87950,publisher,publisher,"V,V.",,tcp_ep,"A letter from Hampton-Court containing the substance of His Majesties most gracious answer to the propositions presented to him from both kingdomes. With twelve proposals from his Excellency Sir Thomas Fairfax, and the Councell of his Army. Concerning the Kings Majesty, and his friends that have adhered to him, which His Majesty doth better approve to treat of. And His Majesties propositions to the Parliament therein.","Fairfax, Thomas Fairfax, Baron, 1612-1671.",,,"the Exchange, anno Dom. MDCXLVII. [1647]","printed for V,V. and are to be sold at the Exchange, anno Dom. MDCXLVII. [1647] London :",
78791,A88381,printer,printer,R.I.,,tcp_ep,"Enchiridion judicum, or, Jehosaphats charge to his judges, opened, in a sermon before the Right Honourable, the judges, and the right worshipful, the sheriffe of the county palatine of Lancast. Together with Catastrophe magnatum, or, King Davids lamentation, at Prince Abners incineration. In a sermon meditated on the fall, and preached at the funeral of the Right Worshipful John Atherton of Atherton Esq; high-sheriffe of the county palatine of Lanc. / By John Livesey minister of the Gospel at Atherton.","Livesey, John.",,,his shop at the three Crowns in Cheapside over against the great Conduit.,"Printed by R.I. for Tho. Parkhurst, to be sold at his shop at the three Crowns in Cheapside over against the great Conduit., London, :",
78792,A88381,publisher,publisher,"Tho. Parkhurst, to be",,tcp_ep,"Enchiridion judicum, or, Jehosaphats charge to his judges, opened, in a sermon before the Right Honourable, the judges, and the right worshipful, the sheriffe of the county palatine of Lancast. Together with Catastrophe magnatum, or, King Davids lamentation, at Prince Abners incineration. In a sermon meditated on the fall, and preached at the funeral of the Right Worshipful John Atherton of Atherton Esq; high-sheriffe of the county palatine of Lanc. / By John Livesey minister of the Gospel at Atherton.","Livesey, John.",,,his shop at the three Crowns in Cheapside over against the great Conduit.,"Printed by R.I. for Tho. Parkhurst, to be sold at his shop at the three Crowns in Cheapside over against the great Conduit., London, :",
78793,A88515,publisher,publisher,P. Brooksby,,tcp_ep,"The Longing virgins choice, or, The Scotch lasses delight to a modish new Scoth [sic] tune, sung at the dukes playhouse.",,[between 1672-1695],,,"Printed for P. Brooksby ..., [London] : [between 1672-1695]",
78794,A88680,publisher,publisher,G.N.,,tcp_ep,"The resolution of Sr Marmaduke Langdale concerning the relieving of the Lord Goring. The Lord of Loughborough. The Lord Capel. Sir Charles lucas, and the rest of the officers and souldiers now blocked up in the town of Colchester, by the Lord Generall Fairfax. And their further proceedings touching Major Generall Lambert; agreed upon by a Councel of War, and assented to by most of the colonels and officers in the Northern Army. Likewise the Lord Goring's letter to Sir Marmaduke Langdale, and his further resolution and proceedings thereupon.","Langdale, Marmaduke Langdale, Baron, 1598?-1661.",,,,Printed for G.N. London :,
78795,A89094,publisher,publisher,J. Deacon,,tcp_ep,"The Merry maid of Shoreditch, her resolution and good counsel to all her fellow maids; and says that she will never tye her self to a crab tree so long as she has a whole wood to range in. : The tune is, I have a mistris of my own: or, Hold buckle and thong together.",,[between 1680-1690],,the Angel in Guilt-Spur-street without Newgate.,"Printed for J. Deacon, at the Angel in Guilt-Spur-street without Newgate., [London] : [between 1680-1690]",
78796,A89095,publisher,publisher,F. Coles. T Vere,,tcp_ep,"Merry Tom of all trades. Or, A trick to get mony at every dead lift, made known by Tom of all trades that bravely could shift. : From one place to another about he did range, and at his own pleasure his trade he could change. : The tune is, Behold the man. &amp;c.",,[between 1658-1664],,,"Printed for F. Coles. T Vere, and W. Gilbertson, [London] : [between 1658-1664]",
78797,A89095,publisher,publisher,W. Gilbertson,,tcp_ep,"Merry Tom of all trades. Or, A trick to get mony at every dead lift, made known by Tom of all trades that bravely could shift. : From one place to another about he did range, and at his own pleasure his trade he could change. : The tune is, Behold the man. &amp;c.",,[between 1658-1664],,,"Printed for F. Coles. T Vere, and W. Gilbertson, [London] : [between 1658-1664]",
78798,A89096,publisher,publisher,F. Coles,,tcp_ep,"A Merry wedding; or, O brave Arthur of Bradly. To a pleasant new tune.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke., London, : [between 1674-1679]",
78799,A89096,publisher,publisher,J. Clarke.,,tcp_ep,"A Merry wedding; or, O brave Arthur of Bradly. To a pleasant new tune.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke., London, : [between 1674-1679]",
78800,A89096,publisher,publisher,J. Wright,,tcp_ep,"A Merry wedding; or, O brave Arthur of Bradly. To a pleasant new tune.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke., London, : [between 1674-1679]",
78801,A89096,publisher,publisher,T. Vere,,tcp_ep,"A Merry wedding; or, O brave Arthur of Bradly. To a pleasant new tune.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke., London, : [between 1674-1679]",
78802,A89289,publisher,publisher,J. Back.,,tcp_ep,"[T]he Maidens frollick: or, [A brief] relation how six lusty lasses has prest full fourteen taylors on the backside of St. Clements, and other adjacent places. [T]o the tune of an Orange.",,[between 1686-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, J. Back., [London] : [between 1686-1692]",
78803,A89289,publisher,publisher,J. Blare,,tcp_ep,"[T]he Maidens frollick: or, [A brief] relation how six lusty lasses has prest full fourteen taylors on the backside of St. Clements, and other adjacent places. [T]o the tune of an Orange.",,[between 1686-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, J. Back., [London] : [between 1686-1692]",
78804,A89289,publisher,publisher,J. Deacon,,tcp_ep,"[T]he Maidens frollick: or, [A brief] relation how six lusty lasses has prest full fourteen taylors on the backside of St. Clements, and other adjacent places. [T]o the tune of an Orange.",,[between 1686-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, J. Back., [London] : [between 1686-1692]",
78805,A89289,publisher,publisher,P. Brooksby,,tcp_ep,"[T]he Maidens frollick: or, [A brief] relation how six lusty lasses has prest full fourteen taylors on the backside of St. Clements, and other adjacent places. [T]o the tune of an Orange.",,[between 1686-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, J. Back., [London] : [between 1686-1692]",
78806,A89315,publisher,publisher,P. Brooksby,,tcp_ep,"The Maids ansvver to the batchelors ballad. Or, Love without remedy. Thou scriber! unto whom the vulgar crew ... To the tune of; No more silly cupid: or, The Duke of Monmouth's jig.",,[between 1678-1685],,"the Golden-ball near the Hospital-gate, in West-smith-field.","Printed for P. Brooksby, at the Golden-ball near the Hospital-gate, in West-smith-field., [London] : [between 1678-1685]",
78807,A89358,publisher,publisher,F. Coles,,tcp_ep,"A Most excellent ballad of an old man and his wife, vvho in their want and misery sought to their children for succour, by whom they were disdained, and scornfully sent away succourless, and Gods vengeance shewed on them for the same. : Tune of, Priscillca [sic].",,[between 1678-1680],,,"Printed for F. Coles, T. Vere, I. Wright, J. Clarke, W. Thackeray, and T. Passenger., [London] : [between 1678-1680]",
78808,A89358,publisher,publisher,I. Wright,,tcp_ep,"A Most excellent ballad of an old man and his wife, vvho in their want and misery sought to their children for succour, by whom they were disdained, and scornfully sent away succourless, and Gods vengeance shewed on them for the same. : Tune of, Priscillca [sic].",,[between 1678-1680],,,"Printed for F. Coles, T. Vere, I. Wright, J. Clarke, W. Thackeray, and T. Passenger., [London] : [between 1678-1680]",
78809,A89358,publisher,publisher,J. Clarke,,tcp_ep,"A Most excellent ballad of an old man and his wife, vvho in their want and misery sought to their children for succour, by whom they were disdained, and scornfully sent away succourless, and Gods vengeance shewed on them for the same. : Tune of, Priscillca [sic].",,[between 1678-1680],,,"Printed for F. Coles, T. Vere, I. Wright, J. Clarke, W. Thackeray, and T. Passenger., [London] : [between 1678-1680]",
78810,A89358,publisher,publisher,T. Passenger.,,tcp_ep,"A Most excellent ballad of an old man and his wife, vvho in their want and misery sought to their children for succour, by whom they were disdained, and scornfully sent away succourless, and Gods vengeance shewed on them for the same. : Tune of, Priscillca [sic].",,[between 1678-1680],,,"Printed for F. Coles, T. Vere, I. Wright, J. Clarke, W. Thackeray, and T. Passenger., [London] : [between 1678-1680]",
78811,A89358,publisher,publisher,T. Vere,,tcp_ep,"A Most excellent ballad of an old man and his wife, vvho in their want and misery sought to their children for succour, by whom they were disdained, and scornfully sent away succourless, and Gods vengeance shewed on them for the same. : Tune of, Priscillca [sic].",,[between 1678-1680],,,"Printed for F. Coles, T. Vere, I. Wright, J. Clarke, W. Thackeray, and T. Passenger., [London] : [between 1678-1680]",
78812,A89358,publisher,publisher,W. Thackeray,,tcp_ep,"A Most excellent ballad of an old man and his wife, vvho in their want and misery sought to their children for succour, by whom they were disdained, and scornfully sent away succourless, and Gods vengeance shewed on them for the same. : Tune of, Priscillca [sic].",,[between 1678-1680],,,"Printed for F. Coles, T. Vere, I. Wright, J. Clarke, W. Thackeray, and T. Passenger., [London] : [between 1678-1680]",
78813,A89382,publisher,publisher,P. Brooksby,,tcp_ep,"The Mother and daughter, or, A dialogue betwixt them composed in verse, if you will attend, I will rehearse ... The tune is, Come sweet-heart and embrace thine own: or, The dancing of Primrose-hill.",,[between 1672-1695],,"the Golden-Ball, neer the Hospital-gate, in West-Smith-field.","Printed for P. Brooksby, at the Golden-Ball, neer the Hospital-gate, in West-Smith-field., [London] : [between 1672-1695]",
78814,A89398,publisher,publisher,F. Coles,,tcp_ep,"A Mournful ditty of the Lady Rosamond, King Henry the Seconds concubine, who was poysoned to death by Queen Elenor in Woodstocst Bower near Oxford. : To the tune of, Flying Fame.",,[1658-1664],,,"Printed for F. Coles, Tho. Vere and W. Gilbertson., [S.l.] : [1658-1664]",
78815,A89398,publisher,publisher,Tho. Vere,,tcp_ep,"A Mournful ditty of the Lady Rosamond, King Henry the Seconds concubine, who was poysoned to death by Queen Elenor in Woodstocst Bower near Oxford. : To the tune of, Flying Fame.",,[1658-1664],,,"Printed for F. Coles, Tho. Vere and W. Gilbertson., [S.l.] : [1658-1664]",
78816,A89398,publisher,publisher,W. Gilbertson.,,tcp_ep,"A Mournful ditty of the Lady Rosamond, King Henry the Seconds concubine, who was poysoned to death by Queen Elenor in Woodstocst Bower near Oxford. : To the tune of, Flying Fame.",,[1658-1664],,,"Printed for F. Coles, Tho. Vere and W. Gilbertson., [S.l.] : [1658-1664]",
78817,A89532,publisher,publisher,J Conyers,,tcp_ep,"The Mariner's delight, or, The seaman's seaven wives. Being a pleasant new song; shewing how a seaman call'd Anthony courted a young maid whose name is Susan, in London ... To the tune of, Hail to the mirtle shades.",,[between 1682-1688],,the Raven in Duck-lain.,"Printed for J Conyers at the Raven in Duck-lain., [London] : [between 1682-1688]",
78818,A90146,publisher,publisher,J.G.,,tcp_ep,"A balm presented to these nations, England, Scotland, and Ireland to cure the wounds of the bleeding Protestants, and open the eyes of the deluded papists, that are ignorant of the truth ... or, A seasonable antidote against the errors of popery and pernitious [sic] doctrines of the Church of Rome ... By T.O. ...","Oates, Titus, 1649-1705.",[168-?],,,"Printed for J.G., [S.l.] [168-?]",
78819,A90206,bookseller,bookseller,Henry Hood,,tcp_ep,"The world to come, or The mysterie of the resurrection opened: in a discourse at Burford in the county of Oxon, upon Acts 24.15. / By John Osborn, minister of the Gospel at Bampton in the bush. As also, in a conference between him and Richard Coppin of Westwell.","Osborne, John, lover of the truth as it is in Jesus.",,,"his shop in S. Dunstans Churchyard, in Fleetstreet. MDCLI. [1651]","Printed by James Moxon, and are to be sold by Henry Hood, at his shop in S. Dunstans Churchyard, in Fleetstreet. MDCLI. [1651] London :",
78820,A90206,printer,printer,James Moxon,,tcp_ep,"The world to come, or The mysterie of the resurrection opened: in a discourse at Burford in the county of Oxon, upon Acts 24.15. / By John Osborn, minister of the Gospel at Bampton in the bush. As also, in a conference between him and Richard Coppin of Westwell.","Osborne, John, lover of the truth as it is in Jesus.",,,"his shop in S. Dunstans Churchyard, in Fleetstreet. MDCLI. [1651]","Printed by James Moxon, and are to be sold by Henry Hood, at his shop in S. Dunstans Churchyard, in Fleetstreet. MDCLI. [1651] London :",
78821,A90782,publisher,publisher,F. Coles,,tcp_ep,"A pleasant new ballad of the Miller of Mansfield in Sherwood and how he was lodged at a millers house, and their pleasant communication. To the tune of, The French lavalto.",,[between 1663 and 1674],,,"Printed for F. Coles, T. Vere, and J. Wright, [London] : [between 1663 and 1674]",
78822,A90782,publisher,publisher,J. Wright,,tcp_ep,"A pleasant new ballad of the Miller of Mansfield in Sherwood and how he was lodged at a millers house, and their pleasant communication. To the tune of, The French lavalto.",,[between 1663 and 1674],,,"Printed for F. Coles, T. Vere, and J. Wright, [London] : [between 1663 and 1674]",
78823,A90782,publisher,publisher,T. Vere,,tcp_ep,"A pleasant new ballad of the Miller of Mansfield in Sherwood and how he was lodged at a millers house, and their pleasant communication. To the tune of, The French lavalto.",,[between 1663 and 1674],,,"Printed for F. Coles, T. Vere, and J. Wright, [London] : [between 1663 and 1674]",
78824,A93548,bookseller,bookseller,T. Sowle,,tcp_ep,"Something concerning Agbarus, Prince of the Edesseans with his epistle to Christ, and Christ's epistle in answer thereto : also Paul's epistle to the Laodiceans, with the manner of his death and his exhortation to his persecutors : a catalogue of those Scriptures mentioned, but not inserted in the Bible : as also how several Scriptures are corrupted by the translators, with the difference betwixt the old and new translations.",,1697-1698.,,,"Printed and sold by T. Sowle ..., London : 1697-1698.",
78825,A93548,printer,printer,T. Sowle,,tcp_ep,"Something concerning Agbarus, Prince of the Edesseans with his epistle to Christ, and Christ's epistle in answer thereto : also Paul's epistle to the Laodiceans, with the manner of his death and his exhortation to his persecutors : a catalogue of those Scriptures mentioned, but not inserted in the Bible : as also how several Scriptures are corrupted by the translators, with the difference betwixt the old and new translations.",,1697-1698.,,,"Printed and sold by T. Sowle ..., London : 1697-1698.",
78826,A95069,publisher,publisher,P. Brooksby,,tcp_ep,"The True lovers joy or, A dialogue between a seaman and his love.",,[between 1670-1696],,the Golden Ball in Pye-Corner.,"Printed for P. Brooksby at the Golden Ball in Pye-Corner., [London] : [between 1670-1696]",
78827,A95113,publisher,publisher,Langley Curtis.,,tcp_ep,"The True narrative of the proceedings at the Sessions House in the Old-Baily, which began on Wednesday the 6. of this instant December and ended on the 8. following. Giving an account of most of the remarkable tryals there, viz. for murthers, fellonies, burglaries, &amp;c. With a particular relation of their names and the places where the several facts were committed, with the number of those condemned to dye, burnt in the hand, and to be whipt.",England and Wales. Court of Oyer and Terminer and Gaol Delivery (London and Middlesex),[1682 or 3],,,"Printed for Langley Curtis., London, : [1682 or 3]",
78828,A95485,publisher,publisher,F. Coles,,tcp_ep,"The Two unfortunate lovers. Or, A true relation of the lamentable end of John True and Susan Mease. Their lives this ditty doth relate. And how they dy'd unfortunate. The tune is, The brides burial.",,[between 1663-1674],,,"Printed for F. Coles, T. Vere, and J. Wright., [London?] : [between 1663-1674]",
78829,A95485,publisher,publisher,J. Wright.,,tcp_ep,"The Two unfortunate lovers. Or, A true relation of the lamentable end of John True and Susan Mease. Their lives this ditty doth relate. And how they dy'd unfortunate. The tune is, The brides burial.",,[between 1663-1674],,,"Printed for F. Coles, T. Vere, and J. Wright., [London?] : [between 1663-1674]",
78830,A95485,publisher,publisher,T. Vere,,tcp_ep,"The Two unfortunate lovers. Or, A true relation of the lamentable end of John True and Susan Mease. Their lives this ditty doth relate. And how they dy'd unfortunate. The tune is, The brides burial.",,[between 1663-1674],,,"Printed for F. Coles, T. Vere, and J. Wright., [London?] : [between 1663-1674]",
78831,A95491,publisher,publisher,F. Coles,,tcp_ep,"The Tyrannical beauty. Beauty fadeth like a flower, then fair ladies be not proud, time and sickness may devour, what at present you'r allow'd. To a pleasant tune; called, Prodigious fate.",,[between 1678-1681],,,"Printed for F. Coles, T. Vere, J. Wright, I. Clarke, W. Thackeray, and T. Passinger., [London] : [between 1678-1681]",
78832,A95491,publisher,publisher,I. Clarke,,tcp_ep,"The Tyrannical beauty. Beauty fadeth like a flower, then fair ladies be not proud, time and sickness may devour, what at present you'r allow'd. To a pleasant tune; called, Prodigious fate.",,[between 1678-1681],,,"Printed for F. Coles, T. Vere, J. Wright, I. Clarke, W. Thackeray, and T. Passinger., [London] : [between 1678-1681]",
78833,A95491,publisher,publisher,J. Wright,,tcp_ep,"The Tyrannical beauty. Beauty fadeth like a flower, then fair ladies be not proud, time and sickness may devour, what at present you'r allow'd. To a pleasant tune; called, Prodigious fate.",,[between 1678-1681],,,"Printed for F. Coles, T. Vere, J. Wright, I. Clarke, W. Thackeray, and T. Passinger., [London] : [between 1678-1681]",
78834,A95491,publisher,publisher,T. Passinger.,,tcp_ep,"The Tyrannical beauty. Beauty fadeth like a flower, then fair ladies be not proud, time and sickness may devour, what at present you'r allow'd. To a pleasant tune; called, Prodigious fate.",,[between 1678-1681],,,"Printed for F. Coles, T. Vere, J. Wright, I. Clarke, W. Thackeray, and T. Passinger., [London] : [between 1678-1681]",
